staffel_id,verband,gebiet,ligastufe,spielklasse,staffel,mannschaften,spiele_gesamt,tore_gesamt,punkte_gesamt,tabellenfuehrer,tabellenfuehrer_punkte,quelle
12986,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Nord B,9,0,0,0,HSG Nordau IV,0,fussball.de
12989,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Ostsee,9,0,0,0,Eichholzer SV,0,fussball.de
12987,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Plön,9,1,59,2,TSV Schönberg II,2,fussball.de
13293,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,10,Bezirksklasse / Kreisklasse / Regionsklasse,Männer 1. Kreisklasse,10,0,0,0,HSG Löhne-Obernbeck,0,fussball.de
12784,Handballkreis Dortmund,Handballkreis Dortmund,10,Bezirksklasse / Kreisklasse / Regionsklasse,HKDO-1. KK-M,12,0,0,0,ASC 09 Dortmund 3,0,fussball.de
12686,Handballkreis Gütersloh,Handballkreis Gütersloh,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKGT Männer 1. Kreisklasse,12,0,0,0,HSG Rietberg-Mastholte II,0,fussball.de
13009,Handballkreis Hagen/Ennepe-Ruhr,Handballkreis Hagen/Ennepe-Ruhr,10,Bezirksklasse / Kreisklasse / Regionsklasse,MÄNNER KREISklasse HKHR,8,0,0,0,HSG ECD Hagen 3,0,fussball.de
12715,Handballkreis Hellweg,Handballkreis Hellweg,10,Bezirksklasse / Kreisklasse / Regionsklasse,Männer 1. Kreisklasse HKH,8,0,0,0,Ahlener SG 93 E.V. III,0,fussball.de
13048,Handballkreis Industrie,Handballkreis Industrie,10,Bezirksklasse / Kreisklasse / Regionsklasse,HKI-M-1. Kreisklasse,12,0,0,0,DJK Westfalia Welper e.V. III,0,fussball.de
15392,Handballkreis Iserlohn-Arnsberg,Handballkreis Iserlohn-Arnsberg,10,Bezirksklasse / Kreisklasse / Regionsklasse,HKISAR 1. Kreisklasse MÄNNER,8,1,0,2,Letmather TV H3,1,fussball.de
15837,Handballkreis Lippe,Handballkreis Lippe,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKLIP Kreisklasse Männer,11,0,0,0,HSG Blomberg-Lippe 2,0,fussball.de
14376,Handballkreis Minden-Lübbecke,Handballkreis Minden-Lübbecke,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKML Männer Kreisklasse Staffel 1,8,0,0,0,HSG EURO 3,0,fussball.de
14377,Handballkreis Minden-Lübbecke,Handballkreis Minden-Lübbecke,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKML Männer Kreisklasse Staffel 2,9,0,0,0,HCE BAD Oeynhausen 2,0,fussball.de
13229,Handballkreis Münsterland,Handballkreis Münsterland,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse 1 Münsterland Männer,12,0,0,0,DJK Eintracht Hiltrup II,0,fussball.de
12582,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,10,Bezirksklasse / Kreisklasse / Regionsklasse,M-BZK 1,11,2,114,4,HC Gonsenheim 3,2,fussball.de
12583,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,10,Bezirksklasse / Kreisklasse / Regionsklasse,M-BZK 2,12,5,296,10,HSG Grethen/Maxdorf,2,fussball.de
14384,Handballverband SAAR,Handballverband SAAR,10,Bezirksklasse / Kreisklasse / Regionsklasse,A-Liga Männer Staffel Ost,11,0,0,0,ASC Quierschied 2,0,fussball.de
14385,Handballverband SAAR,Handballverband SAAR,10,Bezirksklasse / Kreisklasse / Regionsklasse,A-Liga Männer Staffel West,10,0,0,0,HC Dillingen-Diefflen 3,0,fussball.de
14739,Bergischer HK,Bergischer HK,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. Regionsklasse Männer BHK,10,0,0,0,ATV Hückeswagen III,0,fussball.de
15942,HK Düsseldorf,HK Düsseldorf,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. Regionsklasse Männer (HK Düsseldorf),9,0,0,0,Hildener Wölfe 3m,0,fussball.de
15677,HK Krefeld-Grenzland,HK Krefeld-Grenzland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. BK Männer,13,0,0,0,ASV Rurtal Hückelhoven E.V. II,0,fussball.de
14329,HK Köln-Rheinberg,HK Köln-Rheinberg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2.Regionsklasse Männer,13,0,0,0,Brühler TV III,0,fussball.de
13119,HR Leipzig,HR Leipzig,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. RK Männer,9,1,0,2,SV Regis-Breitingen II,1,fussball.de
13297,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Männer 2.Kreisklasse,8,0,0,0,CVJM Rödinghausen III,0,fussball.de
12785,Handballkreis Dortmund,Handballkreis Dortmund,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,hkdo-2. KK-M,7,0,0,0,DJK Normannia Dortmund,0,fussball.de
12682,Handballkreis Gütersloh,Handballkreis Gütersloh,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HBKGT Männer 2. Kreisklasse,12,0,0,0,HSG Rietberg-Mastholte III,0,fussball.de
12714,Handballkreis Hellweg,Handballkreis Hellweg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Männer 2 Kreisklasse HKH,9,0,0,0,HC Heeren-Werve E.V. II,0,fussball.de
13037,Handballkreis Industrie,Handballkreis Industrie,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HKI-M-2. Kreisklasse,11,0,0,0,Elmar Herne 22 E.V.,0,fussball.de
15391,Handballkreis Iserlohn-Arnsberg,Handballkreis Iserlohn-Arnsberg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HKISAR 2. Kreisklasse Männer,7,0,0,0,HV Sundern H2,0,fussball.de
13231,Handballkreis Münsterland,Handballkreis Münsterland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Kreisklasse 2 Münsterland Männer Staffel 1,9,0,0,0,HSG NRG 2025 III,0,fussball.de
13232,Handballkreis Münsterland,Handballkreis Münsterland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Kreisklasse 2 Münsterland Männer Staffel 2,9,0,0,0,BSV Roxel II,0,fussball.de
14397,Handballverband SAAR,Handballverband SAAR,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,B-Liga Männer,10,0,0,0,ASC Quierschied 3,0,fussball.de
15678,HK Krefeld-Grenzland,HK Krefeld-Grenzland,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,3. BK Männer,5,0,0,0,Eagles Niederrhein IV,0,fussball.de
13298,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,Männer 3.Kreisklasse,9,0,0,0,DJK Blau-Weiss Bielefeld,0,fussball.de
12786,Handballkreis Dortmund,Handballkreis Dortmund,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,hkdo-Hobbyliga-Männer,8,0,0,0,DJK Komet Dortmund,0,fussball.de
13040,Handballkreis Industrie,Handballkreis Industrie,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,HKI-M-3. Kreisklasse,11,0,0,0,Bochumer HC,0,fussball.de
13233,Handballkreis Münsterland,Handballkreis Münsterland,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,Kreisklasse 3 Münsterland Männer,9,0,0,0,DJK SV Mauritz 1906 e.V.,0,fussball.de
13047,Handballkreis Industrie,Handballkreis Industrie,13,4. Bezirksklasse / 4. Kreisklasse / 4. Regionsklasse,HKI-Ü35,12,0,0,0,DJK TuS Rotthausen e.V.,0,fussball.de
