rang_bundesweit,verein,verband,gebiet,ligastufe,spielklasse,staffel,staffel_id,platz_in_staffel,spiele,siege,unentschieden,niederlagen,tore,gegentore,tordifferenz,punkte,punkte_pro_spiel,rangaenderung_vorwoche,quelle
642,HSC Haltern-Sythen 2,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Ruhrgebiet,14338,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
643,HSC IGEL II,Mosel/Eifel-Nahe/Hunsrück,Mosel/Eifel-Nahe/Hunsrück,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Mosel/Eifel-Nahe/Hunsrück,14543,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
644,HSC Ingelheim,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,M-BOL 1,12482,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
645,HSG AM Hallo Essen 2.M,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Nord- BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16926,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
646,HSG Ascheberg/Drensteinfurt 1.Herren,Handballkreis Münsterland,Handballkreis Münsterland,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksliga Münsterland Männer,13224,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
647,HSG Bergedorf/Vm II,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 4 (134),13436,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
648,HSG Duisburg-Süd Senioren,HK Rhein-Ruhr,HK Rhein-Ruhr,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,REGIONSOBERLIGA MÄNNER,12778,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
649,HSG Elbvororte 3,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 1 (131),13431,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
650,HSG Freiberg III,HR Südwestsachsen,HR Südwestsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Südwestsachsen,12709,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
651,HSG Geislar-Oberkassel II,HK Bonn-Euskirchen-Sieg,HK Bonn-Euskirchen-Sieg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer,12899,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
652,HSG Gevelsberg Silschede 2,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Ruhrgebiet,14338,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
653,HSG Hald/Mehrh/Isselb,HK Wesel,HK Wesel,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer,13063,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
654,HSG Hattingen-Sprockhövel 2,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Ruhrgebiet,14338,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
655,HSG Herdecke/Ende II,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Mitte,14340,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
656,HSG Hiesfeld/Aldenrade III,HK Wesel,HK Wesel,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer,13063,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
657,HSG Hohenlimburg,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirklsliga Südwestfalen,14339,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
658,HSG Horchheim/Lahnstein,Rhein/Westerwald,Rhein/Westerwald,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Rhein/Westerwald,13124,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
659,HSG Hunsrück III,Mosel/Eifel-Nahe/Hunsrück,Mosel/Eifel-Nahe/Hunsrück,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Mosel/Eifel-Nahe/Hunsrück,14543,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
660,HSG Kastellaun-Simmern III,Mosel/Eifel-Nahe/Hunsrück,Mosel/Eifel-Nahe/Hunsrück,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Mosel/Eifel-Nahe/Hunsrück,14543,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
661,HSG Lüdenscheid,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirklsliga Südwestfalen,14339,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
662,HSG Marienheide/Müllenbach,HK Oberberg,HK Oberberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer · HK Oberberg,12955,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
663,HSG Merkstein II,HK Aachen-Düren,HK Aachen-Düren,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga,14717,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
664,HSG Mönkeberg-Schönkirchen III,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer Ost,12962,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
665,HSG NRG 2025,Handballkreis Münsterland,Handballkreis Münsterland,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksliga Münsterland Männer,13224,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
666,HSG Obere Nahe,Mosel/Eifel-Nahe/Hunsrück,Mosel/Eifel-Nahe/Hunsrück,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Mosel/Eifel-Nahe/Hunsrück,14543,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
667,HSG Ostsee Neustadt/Grömitz II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer Süd,12964,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
668,HSG Pinnau II,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 1 (131),13431,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
669,HSG Preussen/Bor. Münster,Handballkreis Münsterland,Handballkreis Münsterland,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksliga Münsterland Männer,13224,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
670,HSG Rade/Herbeck,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Süd - BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16008,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
671,HSG Re/Oe,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Ruhrgebiet,14338,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
672,HSG Refrath/Hand III,HK Köln-Rheinberg,HK Köln-Rheinberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer · HK Köln-Rheinberg,12887,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
673,HSG Römerwall II,Rhein/Westerwald,Rhein/Westerwald,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Rhein/Westerwald,13124,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
674,HSG Siebengebirge-Thomasberg III,HK Bonn-Euskirchen-Sieg,HK Bonn-Euskirchen-Sieg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer,12899,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
675,HSG Sieg H1,HK Bonn-Euskirchen-Sieg,HK Bonn-Euskirchen-Sieg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer,12899,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
676,HSG Siegerland,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirklsliga Südwestfalen,14339,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
677,HSG Störtal Hummeln,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer West,12963,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
678,HSG Südtondern,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer Nord,12961,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
679,HSG Tecklenburger LAND II,Handballkreis Münsterland,Handballkreis Münsterland,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksliga Münsterland Männer,13224,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
680,HSG Tills Löwen 08 II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer Süd,12964,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
681,HSG Velbert/Heiligenhaus,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Nord- BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16926,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
682,HSG Veruka II,HK Rhein-Ruhr,HK Rhein-Ruhr,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,REGIONSOBERLIGA MÄNNER,12778,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
683,HSG Westerwald,Rhein/Westerwald,Rhein/Westerwald,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Rhein/Westerwald,13124,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
684,HSG Wetter Grundschöttel,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Mitte,14340,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
685,HSG Wittlich II,Mosel/Eifel-Nahe/Hunsrück,Mosel/Eifel-Nahe/Hunsrück,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Mosel/Eifel-Nahe/Hunsrück,14543,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
686,HSV 1923 Pulsnitz II,HR Ostsachsen,HR Ostsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Ostsachsen,13108,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
687,HSV Alzey,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,M-BOL 1,12482,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
688,HSV Bocklemünd,HK Köln-Rheinberg,HK Köln-Rheinberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer · HK Köln-Rheinberg,12887,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
689,HSV Dresden II,HR Sachsen-Mitte,HR Sachsen-Mitte,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer,13101,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
690,HSV Frechen II,HK Köln-Rheinberg,HK Köln-Rheinberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer · HK Köln-Rheinberg,12887,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
691,HSV Herbede,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Ruhrgebiet,14338,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
692,HSV Mölkau - Die Haie,HR Leipzig,HR Leipzig,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Leipzig,13114,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
693,HSV Rhein-Nette II,Rhein/Westerwald,Rhein/Westerwald,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Rhein/Westerwald,13124,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
694,HSV Sobernheim H1,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,M-BOL 1,12482,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
695,HSV Solingen-Gräfrath 76 e.V.,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Süd - BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16008,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
696,HSV Weinböhla II,HR Sachsen-Mitte,HR Sachsen-Mitte,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer,13101,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
697,HSV Werdohl/Versetal 1972 E.V.,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirklsliga Südwestfalen,14339,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
698,HT Norderstedt IV,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 2 (132),13433,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
699,HTS/BW96 Handball IV,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Staffel 3 (133),13437,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
700,HTV Hemer II,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirklsliga Südwestfalen,14339,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
701,HV BöHLEN,HR Leipzig,HR Leipzig,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Leipzig,13114,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
702,HV Erftstadt,HK Bonn-Euskirchen-Sieg,HK Bonn-Euskirchen-Sieg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer,12899,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
703,HV Grüna,HR Südwestsachsen,HR Südwestsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Südwestsachsen,12709,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
704,HVE Villigst-Ergste II,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Mitte,14340,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
705,HVH Kamenz,HR Ostsachsen,HR Ostsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Ostsachsen,13108,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
706,HVO Cunewalde II,HR Ostsachsen,HR Ostsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Ostsachsen,13108,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
707,Hammer SC 2008 e.V.,Handballkreis Hellweg,Handballkreis Hellweg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Männer Bezirksliga HKH,12662,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
708,Heikendorfer SV,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer Ost,12962,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
709,Hildener Wölfe 1m,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Süd - BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16008,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
710,Hts/Bw96 Handball II,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 2 (132),13433,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
711,Hts/Bw96 Handball III,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 1 (131),13431,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
712,Kaller SC 1922,HK Bonn-Euskirchen-Sieg,HK Bonn-Euskirchen-Sieg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer,12899,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
713,Kevelaerer SV,HK Wesel,HK Wesel,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer,13063,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
714,Koweg Görlitz II,HR Ostsachsen,HR Ostsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Ostsachsen,13108,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
715,LOK Schleife,HR Ostsachsen,HR Ostsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Ostsachsen,13108,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
716,Letmather TV 1877 e.V. I,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirklsliga Südwestfalen,14339,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
717,Longericher SC III,HK Köln-Rheinberg,HK Köln-Rheinberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer · HK Köln-Rheinberg,12887,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
718,Luchse Düsseldorf,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Nord- BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16926,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
719,MSG Mundenheim/Rheingönheim,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,M-BOL 2,12483,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
720,MSV Duisburg Handball,HK Rhein-Ruhr,HK Rhein-Ruhr,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,REGIONSOBERLIGA MÄNNER,12778,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
721,MTV Dänischenhagen II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer Ost,12962,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
722,MTV Herzhorn II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer West,12963,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
723,MTV KÖLN 1850 III,HK Köln-Rheinberg,HK Köln-Rheinberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer · HK Köln-Rheinberg,12887,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
724,MTV Rheinw Dinslaken II,HK Wesel,HK Wesel,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer,13063,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
725,Medizin BAD Gottleuba,HR Sachsen-Mitte,HR Sachsen-Mitte,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer,13101,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
726,NSV Gelb-Weiss Görlitz,HR Ostsachsen,HR Ostsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Ostsachsen,13108,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
727,Niederbergischer HC,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Nord- BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16926,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
728,Niendorfer TSV,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 2 (132),13433,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
729,Ohligser TV 2,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Süd - BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16008,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
730,Olympia Fischeln,HK Krefeld-Grenzland,HK Krefeld-Grenzland,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,BOL Männer,15673,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
731,Polizei SV KÖLN II,HK Köln-Rheinberg,HK Köln-Rheinberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer · HK Köln-Rheinberg,12887,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
732,Pulheimer SC II,HK Köln-Rheinberg,HK Köln-Rheinberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer · HK Köln-Rheinberg,12887,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
733,RSV Altenbögge-Bönen 1951 e.V. 2. Herren,Handballkreis Hellweg,Handballkreis Hellweg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Männer Bezirksliga HKH,12662,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
734,Radeberger SV II,HR Ostsachsen,HR Ostsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Ostsachsen,13108,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
735,Radebeuler HV II,HR Sachsen-Mitte,HR Sachsen-Mitte,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer,13101,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
736,Rellinger TV III,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 2 (132),13433,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
737,Rellinger TV IV,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 1 (131),13431,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
738,Rot-Weiss Sagar,HR Ostsachsen,HR Ostsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Ostsachsen,13108,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
739,Rotation Weissenborn,HR Südwestsachsen,HR Südwestsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Südwestsachsen,12709,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
740,Roter Stern Leipzig,HR Leipzig,HR Leipzig,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Leipzig,13114,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
741,SC Alstertal-Langenhorn,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 2 (132),13433,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
742,SC Arminia Ochtrup,Handballkreis Münsterland,Handballkreis Münsterland,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksliga Münsterland Männer,13224,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
743,SC BOTTROP 2. Herren,HK Rhein-Ruhr,HK Rhein-Ruhr,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,REGIONSOBERLIGA MÄNNER,12778,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
744,SC Fortuna Köln II,HK Köln-Rheinberg,HK Köln-Rheinberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer · HK Köln-Rheinberg,12887,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
745,SC Ht16/Sc Eilbek II,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Staffel 3 (133),13437,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
746,SC Huckarde RAHM,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Mitte,14340,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
747,SC Janus KÖLN,HK Köln-Rheinberg,HK Köln-Rheinberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer · HK Köln-Rheinberg,12887,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
748,SC Victoria,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 2 (132),13433,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
749,SC Westfalia Kinderhaus,Handballkreis Münsterland,Handballkreis Münsterland,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksliga Münsterland Männer,13224,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
750,SG Altona II,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 2 (132),13433,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
